Order_ID,Optimized_Route
ORD_523,"[(45, 37), (44, 37), (44, 36), (44, 35), (43, 35), (42, 35), (42, 34), (41, 34), (40, 34), (39, 34), (38, 34), (37, 34), (37, 33), (37, 32), (36, 32), (36, 31), (36, 30), (36, 29), (36, 28), (35, 28), (34, 28), (34, 27), (34, 26), (34, 25), (33, 25), (33, 24), (33, 23), (33, 22), (33, 21), (32, 21), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_524,"[(0, 18), (0, 17), (0, 16), (1, 16), (1, 15), (2, 15), (3, 15), (3, 14), (3, 13), (4, 13), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (9, 12), (10, 12), (11, 12), (11, 13)]"
ORD_525,"[(13, 0), (13, 1), (13, 2), (12, 2), (12, 3), (11, 3), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (8, 7), (7, 7), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (2, 7), (1, 7), (1, 8), (0, 8)]"
ORD_526,"[(0, 12), (0, 11), (1, 11)]"
ORD_527,"[(5, 24), (5, 23), (4, 23), (4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_528,"[(32, 0), (31, 0), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_529,"[(5, 0), (5, 1), (6, 1), (6, 2), (7, 2), (8, 2), (9, 2), (10, 2), (11, 2), (11, 3), (12, 3), (13, 3), (14, 3), (14, 2), (15, 2), (16, 2), (17, 2), (18, 2), (18, 1), (19, 1), (19, 0), (20, 0), (21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0), (29, 0), (30, 0), (30, 1), (31, 1), (32, 1), (33, 1), (34, 1), (35, 1), (36, 1), (37, 1), (38, 1), (39, 1), (40, 1), (41, 1), (42, 1), (43, 1), (43, 0), (44, 0)]"
ORD_530,"[(23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (18, 3), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (12, 8), (12, 9), (11, 9), (10, 9), (10, 10), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 13), (3, 13), (3, 14), (3, 15), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (2, 27), (2, 28), (1, 28), (0, 28)]"
ORD_531,"[(0, 17), (0, 16), (1, 16), (1, 15), (2, 15), (3, 15), (3, 14), (3, 13), (4, 13), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (10, 10), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (15, 10), (16, 10), (16, 9), (17, 9), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (32, 8), (32, 9), (33, 9), (34, 9), (35, 9), (35, 10), (36, 10), (37, 10), (38, 10)]"
ORD_532,"[(19, 32), (19, 31), (18, 31), (18, 30), (17, 30), (17, 29), (17, 28), (17, 27), (17, 26), (16, 26), (16, 25), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0)]"
ORD_533,"[(3, 37), (4, 37), (4, 36), (4, 35), (4, 34), (4, 33), (4, 32), (5, 32), (5, 31), (5, 30), (5, 29), (5, 28), (6, 28), (6, 27), (6, 26), (7, 26), (7, 25), (7, 24), (7, 23), (7, 22), (7, 21), (7, 20), (7, 19), (7, 18), (7, 17), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (6, 11), (7, 11), (7, 10), (7, 9), (7, 8), (7, 7), (8, 7), (8, 6), (9, 6), (9, 5), (10, 5), (10, 4), (11, 4), (11, 3), (11, 2), (11, 1), (12, 1), (12, 0)]"
ORD_534,"[(0, 19), (0, 18), (0, 17), (0, 16), (1, 16), (1, 15), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_535,"[(12, 16), (11, 16), (11, 15), (11, 14), (11, 13), (11, 12), (10, 12), (9, 12), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_536,"[(31, 18), (30, 18), (29, 18), (29, 19), (28, 19), (27, 19), (26, 19), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (22, 21), (21, 21), (20, 21), (19, 21), (18, 21), (18, 22), (17, 22), (17, 23), (17, 24), (16, 24), (16, 25), (16, 26), (17, 26), (17, 27), (17, 28), (17, 29), (17, 30), (16, 30), (16, 31), (15, 31), (14, 31), (14, 32), (13, 32), (13, 33), (12, 33), (12, 34), (11, 34), (10, 34), (9, 34), (8, 34), (7, 34), (7, 35), (7, 36), (6, 36), (5, 36), (4, 36), (4, 37), (4, 38), (3, 38), (2, 38), (1, 38)]"
ORD_537,"[(25, 32), (25, 31), (26, 31), (26, 30), (27, 30), (27, 29), (28, 29), (29, 29), (29, 28), (29, 27), (29, 26), (29, 25), (29, 24), (29, 23), (30, 23), (30, 22), (30, 21), (29, 21), (29, 20), (29, 19), (29, 18), (29, 17), (29, 16), (30, 16), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (33, 13), (33, 12), (33, 11), (33, 10), (34, 10), (34, 9), (34, 8), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (38, 1), (38, 0), (39, 0), (40, 0)]"
ORD_538,"[(45, 0), (44, 0), (43, 0), (42, 0), (41, 0), (40, 0)]"
ORD_539,"[(34, 0), (35, 0)]"
ORD_540,"[(38, 0), (37, 0), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (16, 3), (16, 4), (15, 4), (14, 4), (13, 4), (12, 4), (11, 4), (10, 4), (10, 5), (9, 5), (9, 6), (8, 6), (8, 7), (7, 7), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (2, 7), (1, 7), (0, 7)]"
ORD_541,"[(37, 11), (37, 10), (36, 10), (35, 10), (35, 9), (34, 9), (33, 9), (32, 9), (32, 8), (31, 8), (30, 8), (29, 8), (29, 9), (28, 9), (27, 9), (26, 9), (25, 9), (24, 9), (23, 9), (22, 9), (22, 8), (21, 8), (20, 8), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
ORD_542,"[(34, 0), (33, 0), (32, 0), (31, 0), (31, 1), (30, 1), (29, 1), (28, 1), (28, 2), (27, 2), (26, 2), (26, 3), (26, 4), (26, 5), (26, 6), (26, 7), (25, 7), (25, 8), (25, 9), (25, 10), (24, 10), (24, 11), (23, 11), (23, 12), (23, 13), (23, 14), (23, 15), (23, 16), (22, 16), (22, 17), (22, 18), (22, 19), (21, 19), (21, 20), (21, 21), (20, 21), (19, 21), (18, 21), (18, 22), (17, 22), (17, 23), (17, 24), (16, 24), (16, 25), (16, 26), (17, 26), (17, 27), (17, 28), (17, 29), (17, 30), (16, 30), (16, 31), (15, 31), (14, 31), (14, 32), (13, 32), (13, 33), (12, 33), (12, 34), (11, 34), (10, 34), (9, 34), (8, 34), (7, 34), (7, 35), (7, 36), (6, 36), (5, 36), (4, 36), (4, 37), (4, 38), (3, 38), (2, 38), (1, 38), (0, 38)]"
ORD_543,"[(46, 0), (47, 0), (47, 1), (47, 2), (47, 3), (47, 4), (47, 5), (46, 5), (45, 5), (45, 6), (45, 7), (45, 8), (44, 8), (44, 9), (44, 10), (44, 11), (44, 12), (44, 13), (44, 14), (43, 14), (42, 14), (42, 15), (41, 15), (40, 15), (39, 15), (39, 16), (38, 16), (38, 17), (37, 17), (36, 17), (36, 18)]"
ORD_544,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (2, 4), (2, 5), (2, 6), (2, 7), (1, 7), (1, 8), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (1, 16), (0, 16)]"
ORD_545,"[(27, 3), (26, 3), (26, 2), (27, 2), (28, 2), (28, 1), (29, 1), (29, 0), (30, 0)]"
ORD_546,"[(0, 39), (0, 40), (1, 40), (2, 40), (3, 40), (4, 40), (4, 39), (4, 38), (4, 37), (4, 36), (4, 35), (4, 34), (4, 33), (4, 32), (5, 32), (5, 31), (5, 30), (5, 29), (5, 28), (4, 28), (4, 27), (3, 27), (3, 26), (3, 25), (3, 24), (4, 24), (4, 23), (4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (3, 2), (3, 1), (3, 0)]"
ORD_547,"[(0, 36), (0, 35), (1, 35), (1, 34), (1, 33), (2, 33), (3, 33), (4, 33), (4, 32), (5, 32), (5, 31), (5, 30), (5, 29), (5, 28), (4, 28), (4, 27), (3, 27), (3, 26), (3, 25), (3, 24), (4, 24), (4, 23), (4, 22), (4, 21), (4, 20), (4, 19), (4, 18), (4, 17), (4, 16), (3, 16), (3, 15), (3, 14), (3, 13), (3, 12), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_548,"[(45, 0), (44, 0), (43, 0), (43, 1), (42, 1), (41, 1), (40, 1), (39, 1), (38, 1), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0), (15, 0), (14, 0), (13, 0), (13, 1), (12, 1)]"
ORD_549,"[(17, 24), (17, 23), (17, 22), (17, 21), (17, 20), (17, 19), (17, 18), (17, 17), (17, 16), (18, 16), (18, 15), (18, 14), (18, 13), (18, 12), (17, 12), (17, 11), (17, 10), (17, 9), (17, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (8, 3), (7, 3), (6, 3)]"
ORD_550,"[(31, 27), (31, 26), (31, 25), (31, 24), (30, 24), (30, 23), (30, 22), (30, 21), (29, 21), (29, 20), (29, 19), (29, 18), (29, 17), (29, 16), (28, 16), (27, 16), (26, 16), (25, 16), (24, 16), (23, 16), (23, 15), (23, 14), (22, 14), (22, 13), (21, 13), (21, 12), (21, 11), (20, 11), (20, 10), (20, 9), (19, 9), (19, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (16, 4), (15, 4), (14, 4), (13, 4), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1)]"
ORD_551,"[(12, 0), (13, 0), (13, 1), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (17, 8), (17, 9)]"
ORD_552,"[(8, 33), (8, 34), (9, 34), (10, 34), (11, 34), (12, 34), (12, 33), (13, 33), (13, 32), (14, 32), (14, 31), (15, 31), (16, 31), (17, 31), (18, 31), (19, 31), (20, 31), (20, 30), (21, 30), (22, 30), (22, 29), (23, 29), (24, 29), (25, 29), (25, 30), (26, 30), (27, 30), (27, 29), (28, 29), (29, 29), (30, 29), (31, 29), (32, 29), (33, 29), (34, 29), (34, 28), (35, 28), (36, 28), (36, 27), (37, 27), (38, 27), (39, 27), (40, 27), (41, 27), (42, 27), (42, 28), (43, 28), (44, 28), (44, 27), (45, 27), (45, 26), (45, 25), (46, 25)]"
ORD_553,"[(0, 28), (1, 28), (2, 28), (2, 27), (3, 27), (4, 27), (5, 27), (6, 27), (6, 26), (7, 26), (7, 25), (8, 25), (9, 25), (9, 24), (10, 24), (10, 23), (11, 23), (12, 23), (13, 23), (14, 23), (15, 23), (16, 23), (16, 22), (17, 22), (18, 22), (18, 21), (19, 21), (20, 21), (21, 21), (22, 21), (22, 20), (23, 20), (24, 20), (25, 20), (26, 20), (26, 19), (27, 19), (28, 19), (29, 19), (29, 18), (29, 17), (29, 16), (30, 16), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (33, 13), (33, 12), (33, 11), (33, 10), (34, 10), (34, 9), (35, 9)]"
ORD_554,"[(31, 6), (30, 6), (29, 6), (28, 6), (27, 6), (27, 7), (26, 7), (25, 7), (24, 7), (24, 8), (23, 8), (22, 8), (21, 8), (20, 8), (19, 8), (18, 8), (17, 8), (17, 9), (16, 9), (16, 10), (15, 10), (15, 9), (14, 9), (13, 9), (12, 9), (11, 9), (10, 9), (10, 10), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 13), (3, 13), (3, 14), (3, 15), (2, 15), (1, 15), (0, 15)]"
ORD_555,"[(30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (41, 0)]"
ORD_556,"[(25, 39), (25, 38), (25, 37), (26, 37), (26, 36), (26, 35), (26, 34), (26, 33), (27, 33), (27, 32), (27, 31), (28, 31), (29, 31), (29, 30), (29, 29), (29, 28), (29, 27), (29, 26), (29, 25), (29, 24), (29, 23), (30, 23), (30, 22), (30, 21), (29, 21), (29, 20), (29, 19), (29, 18), (29, 17), (29, 16), (30, 16), (30, 15), (30, 14), (31, 14), (32, 14), (33, 14), (33, 13), (33, 12), (33, 11), (33, 10), (34, 10), (34, 9), (34, 8), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (38, 1), (37, 1), (37, 0)]"
ORD_557,"[(0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (1, 15), (2, 15), (3, 15), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (4, 27), (4, 28), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (4, 32), (4, 33), (3, 33), (2, 33), (1, 33), (1, 34), (0, 34)]"
ORD_558,"[(32, 31), (32, 30), (32, 29), (31, 29), (30, 29), (29, 29), (28, 29), (27, 29), (27, 30), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (21, 25), (20, 25), (19, 25), (18, 25), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (11, 23), (10, 23), (10, 22), (9, 22), (9, 21), (8, 21), (7, 21), (6, 21), (5, 21), (4, 21), (3, 21), (2, 21), (1, 21), (0, 21)]"
ORD_559,"[(39, 0), (38, 0), (37, 0), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0)]"
ORD_560,"[(15, 13), (15, 12), (15, 11), (16, 11), (17, 11), (17, 10), (17, 9), (17, 8), (18, 8), (18, 7), (17, 7), (17, 6), (17, 5), (17, 4), (17, 3), (18, 3), (18, 2), (18, 1), (18, 0), (17, 0)]"
ORD_561,"[(36, 7), (36, 8), (37, 8), (37, 7), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (42, 1), (43, 1), (43, 0)]"
ORD_562,"[(0, 0), (0, 1), (1, 1), (1, 2), (1, 3), (1, 4), (0, 4), (0, 5)]"
ORD_563,"[(26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (18, 3), (17, 3), (17, 4), (17, 5), (17, 6), (17, 7), (16, 7), (15, 7), (14, 7), (13, 7), (12, 7), (12, 8), (12, 9), (11, 9), (10, 9), (10, 10), (10, 11), (9, 11), (8, 11), (7, 11), (6, 11), (6, 12), (5, 12), (4, 12), (4, 13), (3, 13), (3, 14), (3, 15), (2, 15), (1, 15), (0, 15)]"
ORD_564,"[(19, 24), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (0, 1), (0, 0)]"
ORD_565,"[(3, 13), (3, 12), (3, 11), (2, 11), (2, 10), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3)]"
ORD_566,"[(37, 19), (37, 20), (36, 20), (35, 20), (34, 20), (33, 20), (32, 20), (32, 19), (31, 19), (30, 19), (29, 19), (28, 19), (27, 19), (26, 19), (26, 20), (25, 20), (24, 20), (23, 20), (22, 20), (22, 21), (21, 21), (20, 21), (19, 21), (18, 21), (17, 21), (16, 21), (15, 21), (14, 21), (13, 21), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (6, 16), (5, 16), (4, 16), (3, 16), (3, 15), (2, 15), (1, 15), (1, 16), (0, 16)]"
ORD_567,"[(2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (3, 16), (4, 16), (4, 17), (4, 18), (4, 19), (4, 20), (4, 21), (4, 22), (4, 23), (4, 24), (3, 24), (3, 25), (3, 26), (3, 27), (4, 27), (4, 28), (5, 28), (5, 29), (5, 30), (5, 31), (5, 32), (4, 32), (4, 33), (4, 34), (4, 35), (4, 36), (4, 37), (4, 38), (4, 39), (5, 39), (5, 40)]"
ORD_568,"[(9, 0), (10, 0), (10, 1), (11, 1), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (17, 8), (17, 9), (17, 10), (17, 11), (17, 12), (18, 12), (18, 13), (18, 14), (18, 15), (18, 16), (17, 16), (17, 17), (17, 18), (17, 19), (17, 20), (17, 21), (17, 22), (17, 23), (17, 24), (18, 24), (18, 25), (19, 25), (20, 25), (21, 25), (21, 26), (22, 26), (22, 27), (22, 28), (22, 29), (22, 30), (22, 31), (22, 32), (22, 33), (22, 34), (23, 34), (23, 35), (23, 36), (23, 37), (24, 37), (24, 38), (25, 38), (25, 39), (26, 39), (27, 39), (27, 40), (28, 40), (29, 40)]"
ORD_569,"[(13, 0), (13, 1), (13, 2), (14, 2), (14, 3), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (28, 10), (28, 11), (28, 12), (29, 12), (29, 13), (29, 14)]"
ORD_570,"[(21, 0), (22, 0), (23, 0), (24, 0), (25, 0), (26, 0), (27, 0), (28, 0), (29, 0), (30, 0), (31, 0), (32, 0)]"
ORD_571,"[(45, 0), (44, 0), (43, 0), (42, 0), (41, 0), (40, 0), (39, 0), (38, 0)]"
ORD_572,"[(0, 18), (0, 17), (0, 16), (1, 16), (1, 15), (0, 15), (0, 14), (0, 13), (0, 12), (0, 11), (0, 10), (0, 9), (0, 8), (1, 8), (1, 7), (2, 7), (2, 6), (2, 5), (2, 4), (1, 4), (1, 3), (0, 3)]"
ORD_573,"[(27, 36), (26, 36), (25, 36), (25, 35), (24, 35), (23, 35), (23, 34), (22, 34), (21, 34), (20, 34), (19, 34), (18, 34), (17, 34), (17, 33), (17, 32), (16, 32), (15, 32), (14, 32), (13, 32), (13, 33), (12, 33), (12, 34), (11, 34), (10, 34), (9, 34), (8, 34), (7, 34), (6, 34), (5, 34), (4, 34), (4, 33), (3, 33), (2, 33), (1, 33), (1, 34), (0, 34)]"
ORD_574,"[(45, 17), (44, 17), (44, 16), (43, 16), (42, 16), (41, 16), (40, 16), (40, 15), (39, 15), (39, 16), (38, 16), (37, 16), (36, 16), (35, 16), (34, 16), (33, 16), (33, 15), (33, 14), (32, 14), (32, 13), (31, 13), (30, 13), (29, 13), (28, 13), (27, 13), (26, 13), (26, 12), (25, 12), (24, 12), (23, 12), (23, 11), (22, 11), (21, 11), (20, 11), (19, 11), (19, 12), (18, 12)]"
ORD_575,"[(0, 30), (0, 31), (1, 31), (2, 31), (3, 31), (4, 31), (5, 31), (5, 32), (5, 33), (6, 33), (7, 33), (7, 34), (8, 34), (9, 34), (10, 34), (11, 34), (11, 35), (12, 35), (13, 35), (13, 36), (13, 37), (14, 37), (15, 37), (16, 37), (17, 37), (18, 37), (18, 38), (18, 39)]"
ORD_576,"[(0, 0)]"
ORD_577,"[(0, 10), (1, 10), (2, 10), (2, 11), (3, 11), (4, 11), (4, 12), (5, 12), (6, 12), (6, 11), (7, 11), (8, 11), (9, 11), (10, 11), (10, 10), (10, 9), (11, 9), (12, 9), (13, 9), (14, 9), (15, 9), (15, 10), (16, 10), (16, 9), (17, 9), (17, 8), (18, 8), (19, 8), (20, 8), (21, 8), (22, 8), (22, 9), (23, 9), (24, 9), (25, 9), (26, 9), (27, 9), (28, 9), (29, 9), (29, 8), (30, 8), (31, 8), (31, 7), (32, 7), (33, 7), (34, 7), (35, 7), (35, 6), (36, 6), (37, 6), (38, 6), (38, 5), (38, 4), (38, 3), (38, 2), (39, 2), (40, 2), (41, 2), (41, 1), (41, 0)]"
ORD_578,"[(33, 0), (33, 1), (33, 2), (33, 3), (34, 3), (34, 4), (34, 5), (34, 6), (33, 6), (33, 7), (32, 7), (31, 7), (31, 8), (32, 8), (32, 9), (32, 10), (32, 11), (33, 11), (33, 12), (33, 13), (33, 14), (33, 15), (33, 16), (33, 17), (33, 18), (33, 19), (33, 20), (33, 21), (33, 22), (33, 23), (33, 24), (33, 25), (34, 25), (34, 26), (34, 27), (34, 28), (35, 28), (36, 28), (36, 29), (36, 30), (36, 31)]"
ORD_579,"[(31, 37), (31, 36), (31, 35), (30, 35), (30, 34), (30, 33), (30, 32), (30, 31), (29, 31), (28, 31), (27, 31), (26, 31), (26, 30), (25, 30), (25, 29), (24, 29), (23, 29), (22, 29), (22, 28), (22, 27), (22, 26), (21, 26), (21, 25), (20, 25), (19, 25), (18, 25), (18, 24), (17, 24), (16, 24), (15, 24), (15, 23), (14, 23), (13, 23), (12, 23), (12, 22), (12, 21), (12, 20), (12, 19), (11, 19), (11, 18), (10, 18), (10, 17), (10, 16), (9, 16), (8, 16), (7, 16), (7, 15), (7, 14), (7, 13), (7, 12), (6, 12), (5, 12), (4, 12), (4, 11), (3, 11), (2, 11), (1, 11), (0, 11)]"
ORD_580,"[(10, 0), (10, 1), (11, 1), (11, 2), (11, 3), (12, 3), (13, 3), (13, 4), (14, 4), (15, 4), (16, 4), (17, 4), (17, 5), (17, 6), (17, 7), (18, 7), (18, 8), (19, 8), (19, 9), (20, 9), (20, 10), (20, 11), (21, 11), (21, 12), (21, 13), (22, 13), (22, 14), (22, 15), (22, 16), (22, 17), (23, 17), (23, 18), (23, 19), (23, 20), (24, 20), (25, 20), (26, 20), (26, 21), (27, 21), (28, 21), (28, 22), (28, 23), (29, 23), (29, 24), (29, 25), (29, 26), (29, 27), (29, 28), (29, 29), (28, 29), (28, 30)]"
ORD_581,"[(39, 0), (38, 0), (37, 0), (37, 1), (36, 1), (35, 1), (34, 1), (33, 1), (32, 1), (31, 1), (30, 1), (30, 0), (29, 0), (28, 0), (27, 0), (26, 0), (25, 0), (24, 0), (23, 0), (22, 0), (21, 0), (20, 0), (19, 0), (18, 0), (17, 0), (16, 0), (15, 0)]"
ORD_582,"[(21, 0), (20, 0), (19, 0), (19, 1), (18, 1), (18, 2), (17, 2), (16, 2), (15, 2), (14, 2), (14, 3), (13, 3), (12, 3), (11, 3), (11, 2), (10, 2), (9, 2), (8, 2), (7, 2), (6, 2), (6, 1), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0), (1, 0), (0, 0)]"
