Order_ID,Restaurant_ID,Customer_ID,Order_Time,Food_Prep_Time,Packaging_Time,Order_Value
ORD_774,REST_9,CUST_229,2025-03-01 05:24:50,10,3,333
ORD_775,REST_24,CUST_253,2025-03-01 15:23:04,7,10,113
ORD_776,REST_4,CUST_409,2025-03-01 19:38:06,18,3,345
ORD_777,REST_11,CUST_61,2025-03-01 02:52:38,9,5,171
ORD_778,REST_42,CUST_73,2025-03-01 02:20:37,14,3,291
ORD_779,REST_8,CUST_450,2025-03-01 11:11:38,16,9,122
ORD_780,REST_2,CUST_340,2025-03-01 02:27:09,9,8,496
ORD_781,REST_44,CUST_71,2025-03-01 10:53:36,19,3,116
ORD_782,REST_26,CUST_472,2025-03-01 17:49:44,6,4,265
ORD_783,REST_30,CUST_337,2025-03-01 12:39:51,6,4,473
ORD_784,REST_35,CUST_190,2025-03-01 00:54:56,15,2,431
ORD_785,REST_13,CUST_306,2025-03-01 17:44:26,8,8,387
ORD_786,REST_14,CUST_109,2025-03-01 17:27:00,18,2,401
ORD_787,REST_32,CUST_131,2025-03-01 02:19:19,11,4,124
ORD_788,REST_18,CUST_485,2025-03-01 04:16:57,8,4,436
ORD_789,REST_13,CUST_107,2025-03-01 01:45:09,14,2,395
ORD_790,REST_3,CUST_424,2025-03-01 22:37:04,11,7,124
ORD_791,REST_47,CUST_474,2025-03-01 04:00:59,16,7,350
ORD_792,REST_6,CUST_428,2025-03-01 00:16:36,13,7,171
ORD_793,REST_17,CUST_141,2025-03-01 13:34:25,13,2,195
ORD_794,REST_32,CUST_100,2025-03-01 20:28:45,16,7,264
ORD_795,REST_15,CUST_449,2025-03-01 03:37:38,13,10,116
ORD_796,REST_36,CUST_370,2025-03-01 06:19:10,11,2,373
ORD_797,REST_28,CUST_452,2025-03-01 11:14:16,6,7,343
ORD_798,REST_5,CUST_157,2025-03-01 18:13:57,13,5,228
ORD_799,REST_27,CUST_493,2025-03-01 07:03:39,18,4,231
ORD_800,REST_32,CUST_78,2025-03-01 13:04:13,16,7,439
ORD_801,REST_4,CUST_283,2025-03-01 02:14:06,18,10,497
ORD_802,REST_13,CUST_467,2025-03-01 10:13:16,5,2,274
ORD_803,REST_14,CUST_428,2025-03-01 00:05:07,20,8,192
ORD_804,REST_30,CUST_417,2025-03-01 02:43:30,17,9,464
ORD_805,REST_24,CUST_483,2025-03-01 12:20:09,19,6,262
ORD_806,REST_24,CUST_402,2025-03-01 13:48:55,19,3,394
ORD_807,REST_10,CUST_41,2025-03-01 03:37:19,12,3,271
ORD_808,REST_25,CUST_284,2025-03-01 22:22:38,12,3,235
ORD_809,REST_20,CUST_384,2025-03-01 19:14:58,5,6,336
ORD_810,REST_12,CUST_487,2025-03-01 01:27:50,16,4,214
ORD_811,REST_1,CUST_384,2025-03-01 01:20:59,14,7,188
ORD_812,REST_42,CUST_382,2025-03-01 06:20:39,11,8,138
ORD_813,REST_23,CUST_453,2025-03-01 04:23:38,14,5,187
ORD_814,REST_32,CUST_398,2025-03-01 09:01:37,6,3,334
ORD_815,REST_37,CUST_111,2025-03-01 20:38:33,11,3,167
ORD_816,REST_24,CUST_189,2025-03-01 13:22:04,14,10,171
ORD_817,REST_22,CUST_131,2025-03-01 00:08:46,6,10,253
ORD_818,REST_22,CUST_324,2025-03-01 07:45:13,9,7,312
ORD_819,REST_40,CUST_78,2025-03-01 19:40:08,14,6,366
ORD_820,REST_20,CUST_114,2025-03-01 23:34:42,11,7,443
ORD_821,REST_31,CUST_148,2025-03-01 19:05:56,9,7,314
ORD_822,REST_45,CUST_351,2025-03-01 11:04:40,5,5,303
ORD_823,REST_16,CUST_356,2025-03-01 02:27:57,13,7,308
ORD_824,REST_48,CUST_68,2025-03-01 23:31:19,20,2,256
ORD_825,REST_7,CUST_89,2025-03-01 00:19:56,18,9,118
ORD_826,REST_20,CUST_466,2025-03-01 14:00:57,17,2,279
ORD_827,REST_48,CUST_31,2025-03-01 10:40:20,14,8,111
ORD_828,REST_18,CUST_437,2025-03-01 13:39:05,11,3,220
ORD_829,REST_41,CUST_265,2025-03-01 18:29:13,6,7,104
ORD_830,REST_41,CUST_499,2025-03-01 23:12:44,17,8,488
ORD_831,REST_19,CUST_454,2025-03-01 15:31:04,14,3,218
ORD_832,REST_44,CUST_328,2025-03-01 11:08:12,19,3,467
ORD_833,REST_18,CUST_301,2025-03-01 02:58:04,19,3,217
ORD_834,REST_28,CUST_481,2025-03-01 20:44:01,11,5,244
ORD_835,REST_45,CUST_249,2025-03-01 17:29:53,12,6,298
ORD_836,REST_22,CUST_159,2025-03-01 18:12:13,11,5,349
ORD_837,REST_34,CUST_296,2025-03-01 23:17:17,9,2,194
ORD_838,REST_8,CUST_20,2025-03-01 20:42:17,18,3,468
ORD_839,REST_32,CUST_358,2025-03-01 20:33:17,12,6,295
ORD_840,REST_24,CUST_136,2025-03-01 17:18:29,20,3,357
ORD_841,REST_46,CUST_493,2025-03-01 21:57:38,16,8,466
ORD_842,REST_9,CUST_477,2025-03-01 03:36:17,16,2,389
ORD_843,REST_28,CUST_406,2025-03-01 06:49:23,9,7,160
ORD_844,REST_47,CUST_447,2025-03-01 11:16:05,18,8,358
ORD_845,REST_6,CUST_352,2025-03-01 18:48:49,17,8,227
ORD_846,REST_37,CUST_343,2025-03-01 07:35:57,20,6,272
ORD_847,REST_7,CUST_382,2025-03-01 14:39:55,14,7,341
ORD_848,REST_49,CUST_171,2025-03-01 23:23:00,18,7,152
ORD_849,REST_19,CUST_499,2025-03-01 09:42:08,13,9,129
ORD_850,REST_19,CUST_12,2025-03-01 05:57:56,8,10,401
ORD_851,REST_1,CUST_354,2025-03-01 12:30:37,12,6,443
ORD_852,REST_2,CUST_48,2025-03-01 03:54:35,16,7,298
ORD_853,REST_7,CUST_19,2025-03-01 13:08:16,12,10,168
ORD_854,REST_17,CUST_421,2025-03-01 05:43:25,13,7,274
ORD_855,REST_15,CUST_251,2025-03-01 05:43:55,12,6,144
ORD_856,REST_39,CUST_456,2025-03-01 01:43:04,10,8,378
ORD_857,REST_4,CUST_292,2025-03-01 12:40:35,20,5,290
ORD_858,REST_27,CUST_19,2025-03-01 16:12:08,5,9,116
ORD_859,REST_2,CUST_359,2025-03-01 17:46:12,10,7,327
ORD_860,REST_4,CUST_70,2025-03-01 02:43:35,16,9,449
ORD_861,REST_23,CUST_55,2025-03-01 15:11:07,13,8,411
ORD_862,REST_39,CUST_48,2025-03-01 03:35:41,9,7,455
ORD_863,REST_10,CUST_247,2025-03-01 13:07:58,19,7,336
ORD_864,REST_41,CUST_374,2025-03-01 01:40:13,15,6,132
ORD_865,REST_8,CUST_333,2025-03-01 11:13:22,5,7,146
ORD_866,REST_29,CUST_302,2025-03-01 12:10:47,16,9,453
ORD_867,REST_37,CUST_140,2025-03-01 06:39:42,20,9,293
ORD_868,REST_24,CUST_279,2025-03-01 21:18:44,15,5,291
ORD_869,REST_27,CUST_388,2025-03-01 05:34:37,6,6,259
ORD_870,REST_23,CUST_488,2025-03-01 21:04:05,10,5,497
ORD_871,REST_42,CUST_281,2025-03-01 18:12:28,20,7,142
ORD_872,REST_9,CUST_149,2025-03-01 08:04:11,15,10,184
ORD_873,REST_1,CUST_230,2025-03-01 17:55:56,11,2,344
ORD_874,REST_20,CUST_376,2025-03-01 18:06:33,20,10,175
ORD_875,REST_46,CUST_356,2025-03-01 18:36:11,8,9,264
ORD_876,REST_9,CUST_359,2025-03-01 08:13:21,11,5,182
ORD_877,REST_26,CUST_183,2025-03-01 16:25:24,7,9,181
ORD_878,REST_5,CUST_486,2025-03-01 06:40:12,9,6,117
ORD_879,REST_47,CUST_433,2025-03-01 07:11:00,11,10,303
ORD_880,REST_19,CUST_372,2025-03-01 20:09:54,5,6,260
ORD_881,REST_28,CUST_353,2025-03-01 13:14:25,8,10,482
ORD_882,REST_44,CUST_493,2025-03-01 10:10:41,17,10,500
ORD_883,REST_23,CUST_27,2025-03-01 21:22:04,7,2,318
ORD_884,REST_13,CUST_303,2025-03-01 20:06:10,5,9,137
ORD_885,REST_22,CUST_38,2025-03-01 03:13:17,7,3,383
ORD_886,REST_33,CUST_173,2025-03-01 20:41:06,6,3,392
ORD_887,REST_41,CUST_466,2025-03-01 23:32:59,15,10,239
ORD_888,REST_35,CUST_121,2025-03-01 22:07:24,19,3,436
ORD_889,REST_11,CUST_297,2025-03-01 13:43:31,8,6,106
ORD_890,REST_1,CUST_256,2025-03-01 15:32:43,10,5,477
ORD_891,REST_13,CUST_326,2025-03-01 19:46:46,5,5,337
ORD_892,REST_36,CUST_481,2025-03-01 08:41:38,10,7,382
ORD_893,REST_18,CUST_459,2025-03-01 15:58:12,5,9,200
ORD_894,REST_23,CUST_138,2025-03-01 12:56:04,19,4,387
ORD_895,REST_39,CUST_38,2025-03-01 08:11:56,9,2,386
ORD_896,REST_40,CUST_493,2025-03-01 17:34:49,17,9,325
ORD_897,REST_6,CUST_87,2025-03-01 23:58:13,20,9,129
ORD_898,REST_21,CUST_379,2025-03-01 19:51:16,6,3,261
ORD_899,REST_34,CUST_100,2025-03-01 10:19:25,6,7,382
ORD_900,REST_18,CUST_236,2025-03-01 16:32:43,16,10,245
ORD_901,REST_5,CUST_349,2025-03-01 23:42:47,13,5,459
ORD_902,REST_19,CUST_490,2025-03-01 03:06:57,16,5,451
ORD_903,REST_22,CUST_355,2025-03-01 02:24:58,19,8,104
ORD_904,REST_43,CUST_491,2025-03-01 22:16:15,15,5,177
ORD_905,REST_40,CUST_49,2025-03-01 20:23:51,12,3,253
ORD_906,REST_9,CUST_24,2025-03-01 17:45:39,19,6,432
ORD_907,REST_45,CUST_119,2025-03-01 03:43:52,18,7,335
ORD_908,REST_34,CUST_401,2025-03-01 10:07:08,13,5,481
ORD_909,REST_15,CUST_240,2025-03-01 05:22:16,16,6,371
ORD_910,REST_44,CUST_25,2025-03-01 06:21:18,18,2,277
ORD_911,REST_36,CUST_270,2025-03-01 09:30:49,11,3,374
ORD_912,REST_10,CUST_58,2025-03-01 20:01:46,18,8,441
ORD_913,REST_11,CUST_464,2025-03-01 15:48:36,16,5,359
ORD_914,REST_26,CUST_163,2025-03-01 10:13:07,15,7,141
ORD_915,REST_42,CUST_112,2025-03-01 05:06:19,14,3,414
ORD_916,REST_36,CUST_439,2025-03-01 21:18:47,10,7,392
ORD_917,REST_43,CUST_375,2025-03-01 19:29:21,11,3,213
ORD_918,REST_25,CUST_270,2025-03-01 09:47:00,12,5,251
ORD_919,REST_37,CUST_197,2025-03-01 10:04:26,20,6,391
ORD_920,REST_21,CUST_404,2025-03-01 10:05:12,16,6,173
ORD_921,REST_31,CUST_98,2025-03-01 10:54:35,9,2,319
ORD_922,REST_49,CUST_320,2025-03-01 08:08:53,14,7,252
ORD_923,REST_44,CUST_194,2025-03-01 08:32:09,13,2,210
ORD_924,REST_25,CUST_299,2025-03-01 23:04:08,17,3,398
ORD_925,REST_31,CUST_433,2025-03-01 04:45:43,20,5,460
ORD_926,REST_15,CUST_429,2025-03-01 17:48:22,20,7,385
ORD_927,REST_13,CUST_74,2025-03-01 03:01:06,6,5,326
ORD_928,REST_48,CUST_471,2025-03-01 01:27:15,8,2,398
ORD_929,REST_15,CUST_69,2025-03-01 20:03:35,19,2,392
ORD_930,REST_22,CUST_11,2025-03-01 22:11:55,10,5,197
ORD_931,REST_41,CUST_449,2025-03-01 00:00:00,12,4,217
ORD_932,REST_16,CUST_167,2025-03-01 06:35:46,15,9,407
ORD_933,REST_5,CUST_121,2025-03-01 10:15:53,10,7,198
ORD_934,REST_41,CUST_359,2025-03-01 23:27:54,18,3,388
ORD_935,REST_11,CUST_477,2025-03-01 21:58:00,14,9,306
ORD_936,REST_42,CUST_447,2025-03-01 23:38:17,14,6,129
ORD_937,REST_36,CUST_437,2025-03-01 22:38:49,13,3,446
ORD_938,REST_16,CUST_219,2025-03-01 05:17:32,10,9,292
ORD_939,REST_32,CUST_169,2025-03-01 12:14:58,10,10,290
ORD_940,REST_24,CUST_186,2025-03-01 14:19:42,17,4,478
ORD_941,REST_2,CUST_285,2025-03-01 07:52:42,16,9,241
ORD_942,REST_4,CUST_484,2025-03-01 16:50:55,14,2,264
ORD_943,REST_36,CUST_74,2025-03-01 14:42:14,16,5,429
ORD_944,REST_35,CUST_137,2025-03-01 05:03:15,10,5,213
ORD_945,REST_13,CUST_240,2025-03-01 06:22:44,19,7,277
ORD_946,REST_23,CUST_2,2025-03-01 05:34:02,8,8,432
ORD_947,REST_28,CUST_231,2025-03-01 21:09:33,14,4,408
ORD_948,REST_14,CUST_99,2025-03-01 01:24:28,9,3,363
ORD_949,REST_41,CUST_349,2025-03-01 00:38:59,13,3,105
ORD_950,REST_5,CUST_172,2025-03-01 23:55:44,17,9,138
ORD_951,REST_15,CUST_136,2025-03-01 06:32:06,16,8,321
ORD_952,REST_49,CUST_365,2025-03-01 06:30:41,16,7,484
ORD_953,REST_41,CUST_342,2025-03-01 07:58:47,6,10,450
ORD_954,REST_5,CUST_147,2025-03-01 11:02:15,16,7,476
ORD_955,REST_13,CUST_75,2025-03-01 00:03:44,5,10,418
ORD_956,REST_46,CUST_362,2025-03-01 23:21:46,18,5,160
ORD_957,REST_20,CUST_264,2025-03-01 05:01:48,20,5,176
ORD_958,REST_45,CUST_107,2025-03-01 20:52:14,15,8,283
ORD_959,REST_20,CUST_248,2025-03-01 20:36:03,15,8,259
ORD_960,REST_13,CUST_163,2025-03-01 00:33:15,13,7,303
ORD_961,REST_31,CUST_286,2025-03-01 00:32:04,9,6,208
ORD_962,REST_27,CUST_283,2025-03-01 03:24:23,20,4,298
ORD_963,REST_20,CUST_189,2025-03-01 05:53:35,19,2,489
ORD_964,REST_14,CUST_24,2025-03-01 22:33:27,15,10,181
ORD_965,REST_45,CUST_170,2025-03-01 21:00:58,11,3,108
ORD_966,REST_9,CUST_246,2025-03-01 20:38:47,15,8,377
ORD_967,REST_6,CUST_229,2025-03-01 00:25:57,7,10,193
ORD_968,REST_9,CUST_199,2025-03-01 23:16:56,15,9,466
ORD_969,REST_26,CUST_142,2025-03-01 14:26:45,19,3,249
ORD_970,REST_8,CUST_54,2025-03-01 23:32:16,19,6,154
ORD_971,REST_34,CUST_189,2025-03-01 15:52:47,17,2,323
ORD_972,REST_9,CUST_41,2025-03-01 10:30:02,18,5,311
ORD_973,REST_21,CUST_393,2025-03-01 12:03:09,6,8,205
ORD_974,REST_44,CUST_281,2025-03-01 04:11:01,5,8,306
ORD_975,REST_47,CUST_118,2025-03-01 21:23:22,17,8,390
ORD_976,REST_33,CUST_323,2025-03-01 07:43:50,9,7,436
ORD_977,REST_34,CUST_211,2025-03-01 03:14:03,18,2,122
ORD_978,REST_13,CUST_90,2025-03-01 20:56:05,12,10,488
ORD_979,REST_18,CUST_259,2025-03-01 12:20:55,12,5,391
ORD_980,REST_49,CUST_30,2025-03-01 08:52:25,6,7,228
ORD_981,REST_46,CUST_226,2025-03-01 01:37:00,12,3,216
ORD_982,REST_5,CUST_377,2025-03-01 08:33:49,11,6,438
ORD_983,REST_17,CUST_420,2025-03-01 20:42:51,16,6,453
ORD_984,REST_50,CUST_345,2025-03-01 02:55:46,16,8,305
ORD_985,REST_34,CUST_267,2025-03-01 14:15:45,16,9,296
ORD_986,REST_1,CUST_229,2025-03-01 21:31:33,5,8,256
ORD_987,REST_5,CUST_303,2025-03-01 08:47:21,17,7,182
ORD_988,REST_45,CUST_1,2025-03-01 00:55:33,6,10,248
ORD_989,REST_35,CUST_52,2025-03-01 22:56:45,16,3,257
ORD_990,REST_30,CUST_26,2025-03-01 08:29:23,20,2,138
ORD_991,REST_36,CUST_55,2025-03-01 12:28:47,13,8,429
ORD_992,REST_4,CUST_119,2025-03-01 21:24:02,5,7,276
ORD_993,REST_42,CUST_247,2025-03-01 06:48:04,9,6,226
ORD_994,REST_33,CUST_247,2025-03-01 14:14:19,20,7,310
ORD_995,REST_45,CUST_365,2025-03-01 23:08:34,20,2,483
ORD_996,REST_16,CUST_85,2025-03-01 07:21:34,16,9,469
ORD_997,REST_2,CUST_292,2025-03-01 19:53:45,5,8,364
ORD_998,REST_42,CUST_290,2025-03-01 02:47:53,11,6,172
ORD_999,REST_10,CUST_142,2025-03-01 14:03:14,8,2,366
ORD_1000,REST_13,CUST_366,2025-03-01 10:05:12,16,7,373
