Order_ID,Pickup_Location,Dropoff_Location,Distance,Delivery_Time_Window,Status
ORD_516,"(26.84078, 80.59782)","(26.63866, 81.0816)",8.2,2025-03-01 09:04:35,Pending
ORD_517,"(26.50103, 80.74343)","(26.64127, 80.63124)",2.82,2025-03-01 05:13:29,Pending
ORD_518,"(27.02538, 81.14657)","(27.03011, 80.81555)",1.2,2025-03-01 05:20:32,Pending
ORD_519,"(26.99782, 81.09379)","(26.71324, 80.99235)",4.29,2025-03-01 08:19:44,Pending
ORD_520,"(26.52584, 80.73771)","(26.87873, 80.82949)",6.0,2025-03-01 12:35:59,Pending
ORD_521,"(27.11639, 80.80253)","(26.53073, 81.14509)",3.86,2025-03-01 01:29:10,Pending
ORD_522,"(26.80918, 80.59242)","(26.54231, 80.67443)",5.17,2025-03-01 22:54:36,Pending
ORD_523,"(27.16458, 81.1794)","(26.60147, 80.75041)",3.42,2025-03-01 13:04:58,Pending
ORD_524,"(26.54535, 80.98267)","(26.8141, 80.93861)",5.12,2025-03-01 10:39:22,Pending
ORD_525,"(26.84076, 80.74909)","(26.53803, 80.89011)",8.39,2025-03-01 18:39:24,Pending
ORD_526,"(26.58886, 80.92503)","(26.71463, 80.91469)",8.04,2025-03-01 23:16:46,Pending
ORD_527,"(26.75086, 81.04963)","(26.66737, 80.71232)",4.09,2025-03-01 13:37:49,Pending
ORD_528,"(27.02354, 80.80164)","(26.6062, 80.55487)",1.56,2025-03-01 02:19:59,Pending
ORD_529,"(26.75444, 80.5734)","(27.15393, 80.61939)",2.17,2025-03-01 08:47:47,Pending
ORD_530,"(26.93985, 80.53834)","(26.57307, 81.09247)",3.51,2025-03-01 08:31:21,Pending
ORD_531,"(26.63205, 80.97655)","(27.09372, 80.90278)",4.36,2025-03-01 11:44:10,Pending
ORD_532,"(26.90174, 81.12418)","(26.72804, 80.80111)",8.41,2025-03-01 03:00:55,Pending
ORD_533,"(26.73555, 81.17929)","(26.82778, 80.65742)",8.59,2025-03-01 04:43:05,Pending
ORD_534,"(26.66187, 80.99894)","(26.52702, 80.64658)",3.48,2025-03-01 03:47:53,Pending
ORD_535,"(26.82539, 80.96683)","(26.59838, 80.57088)",9.3,2025-03-01 01:18:46,Pending
ORD_536,"(27.01395, 80.9841)","(26.71364, 81.18395)",8.69,2025-03-01 12:42:04,Pending
ORD_537,"(26.95754, 81.1301)","(27.10829, 80.75938)",9.09,2025-03-01 16:00:01,Pending
ORD_538,"(27.1608, 80.61809)","(27.11227, 80.53264)",4.2,2025-03-01 09:09:07,Pending
ORD_539,"(27.05329, 80.75451)","(27.05643, 80.6522)",5.72,2025-03-01 14:10:06,Pending
ORD_540,"(27.08485, 80.55358)","(26.68393, 80.87563)",5.61,2025-03-01 01:24:17,Pending
ORD_541,"(27.07905, 80.91768)","(26.54384, 80.62045)",2.02,2025-03-01 20:22:19,Pending
ORD_542,"(27.05052, 80.50868)","(26.56518, 81.19077)",3.04,2025-03-01 07:56:47,Pending
ORD_543,"(27.16685, 80.57754)","(27.07315, 80.98335)",6.5,2025-03-01 23:14:36,Pending
ORD_544,"(26.56195, 80.79811)","(26.69448, 80.971)",7.45,2025-03-01 09:46:34,Pending
ORD_545,"(26.97916, 80.83582)","(27.01205, 80.56981)",1.71,2025-03-01 16:41:27,Pending
ORD_546,"(26.56109, 81.19559)","(26.73631, 80.52221)",6.11,2025-03-01 01:29:49,Pending
ORD_547,"(26.70197, 81.16939)","(26.68667, 80.70422)",3.36,2025-03-01 22:22:35,Pending
ORD_548,"(27.15791, 80.61901)","(26.82495, 80.81117)",4.39,2025-03-01 06:30:26,Pending
ORD_549,"(26.87832, 81.04345)","(26.76674, 80.83683)",5.49,2025-03-01 22:37:37,Pending
ORD_550,"(27.01779, 81.07873)","(26.61611, 80.81126)",3.39,2025-03-01 21:15:04,Pending
ORD_551,"(26.83077, 80.50782)","(26.87693, 80.89316)",1.05,2025-03-01 22:42:04,Pending
ORD_552,"(26.78745, 81.13449)","(27.1677, 81.05789)",5.87,2025-03-01 17:55:19,Pending
ORD_553,"(26.56255, 81.08335)","(27.05645, 80.89285)",9.69,2025-03-01 04:33:37,Pending
ORD_554,"(27.01882, 80.86281)","(26.70336, 80.95739)",1.67,2025-03-01 17:13:03,Pending
ORD_555,"(27.00592, 80.88744)","(27.11857, 80.57344)",8.38,2025-03-01 04:08:54,Pending
ORD_556,"(26.958, 81.20377)","(27.08025, 80.80537)",1.42,2025-03-01 01:12:55,Pending
ORD_557,"(26.62653, 80.9058)","(26.56087, 81.15115)",5.63,2025-03-01 15:32:52,Pending
ORD_558,"(27.02783, 81.1138)","(26.65523, 81.01552)",2.0,2025-03-01 17:02:21,Pending
ORD_559,"(27.10299, 80.56551)","(26.98145, 80.56436)",1.2,2025-03-01 09:46:05,Pending
ORD_560,"(26.8556, 80.93448)","(26.8811, 80.66829)",3.47,2025-03-01 20:19:08,Pending
ORD_561,"(27.0708, 80.87828)","(27.13637, 80.66702)",1.25,2025-03-01 18:46:46,Pending
ORD_562,"(26.581, 80.63228)","(26.65569, 80.85828)",5.16,2025-03-01 09:39:04,Pending
ORD_563,"(26.972, 80.72642)","(26.64837, 80.96)",9.55,2025-03-01 21:32:49,Pending
ORD_564,"(26.90096, 81.05222)","(26.62683, 80.53052)",9.75,2025-03-01 10:07:44,Pending
ORD_565,"(26.73818, 80.935)","(26.72736, 80.83119)",3.18,2025-03-01 16:35:30,Pending
ORD_566,"(27.07918, 80.99552)","(26.67582, 80.97089)",8.68,2025-03-01 08:43:35,Pending
ORD_567,"(26.72253, 80.601)","(26.76025, 81.21327)",2.7,2025-03-01 22:58:00,Pending
ORD_568,"(26.79668, 80.67124)","(26.99351, 81.21387)",7.44,2025-03-01 09:42:49,Pending
ORD_569,"(26.83332, 80.75825)","(26.99604, 80.94625)",9.69,2025-03-01 15:41:27,Pending
ORD_570,"(26.91497, 80.80043)","(27.02883, 80.67903)",6.19,2025-03-01 17:13:45,Pending
ORD_571,"(27.15846, 80.62098)","(27.09176, 80.59649)",6.43,2025-03-01 03:46:16,Pending
ORD_572,"(26.63342, 80.99071)","(26.51259, 80.8312)",7.31,2025-03-01 10:12:13,Pending
ORD_573,"(26.97375, 81.16651)","(26.5981, 81.15162)",1.84,2025-03-01 03:22:48,Pending
ORD_574,"(27.16129, 80.9774)","(26.8894, 80.92863)",8.53,2025-03-01 05:12:31,Pending
ORD_575,"(26.63262, 81.11205)","(26.89136, 81.19485)",8.34,2025-03-01 01:20:53,Pending
ORD_576,"(26.60372, 80.60228)","(26.69744, 80.79057)",3.7,2025-03-01 16:01:52,Pending
ORD_577,"(26.69648, 80.90404)","(27.1234, 80.77004)",8.42,2025-03-01 14:41:54,Pending
ORD_578,"(27.04287, 80.66163)","(27.07344, 81.12297)",9.57,2025-03-01 11:35:43,Pending
ORD_579,"(27.02205, 81.17843)","(26.61746, 80.91191)",9.95,2025-03-01 19:21:05,Pending
ORD_580,"(26.81105, 80.63815)","(26.98778, 81.11032)",5.72,2025-03-01 11:29:55,Pending
ORD_581,"(27.10146, 80.60955)","(26.85878, 80.79134)",1.56,2025-03-01 19:28:28,Pending
ORD_582,"(26.91706, 80.55285)","(26.52, 80.71751)",5.99,2025-03-01 09:18:53,Pending
ORD_583,"(26.53841, 80.60238)","(26.56482, 81.21128)",9.56,2025-03-01 01:47:28,Pending
ORD_584,"(26.94679, 80.68442)","(27.09352, 80.89876)",9.42,2025-03-01 23:37:43,Pending
ORD_585,"(26.91386, 81.20405)","(26.62401, 80.86107)",4.78,2025-03-01 21:44:44,Pending
ORD_586,"(26.87766, 80.93636)","(26.58199, 80.63029)",8.76,2025-03-01 04:20:48,Pending
ORD_587,"(26.58521, 80.81318)","(26.72589, 80.55549)",3.68,2025-03-01 16:45:40,Pending
ORD_588,"(26.6615, 81.06431)","(26.61615, 80.52881)",8.43,2025-03-01 12:31:55,Pending
ORD_589,"(26.80391, 81.18791)","(26.50279, 81.19519)",4.5,2025-03-01 04:27:10,Pending
ORD_590,"(26.52177, 80.95399)","(27.03358, 80.75435)",7.69,2025-03-02 00:12:45,Pending
ORD_591,"(26.91983, 80.85363)","(27.04041, 81.11289)",2.51,2025-03-01 23:44:22,Pending
ORD_592,"(26.75711, 80.82244)","(26.8213, 81.08918)",8.75,2025-03-01 05:34:59,Pending
ORD_593,"(26.66613, 81.17007)","(26.6457, 80.98608)",7.69,2025-03-01 11:13:08,Pending
ORD_594,"(26.82922, 80.88285)","(27.00653, 80.59793)",9.33,2025-03-01 16:13:34,Pending
ORD_595,"(26.60859, 80.57199)","(26.52208, 80.98133)",4.6,2025-03-01 22:11:48,Pending
ORD_596,"(26.55305, 80.54256)","(26.90065, 80.74834)",5.85,2025-03-01 05:23:56,Pending
ORD_597,"(26.57176, 80.78343)","(27.01609, 80.88185)",9.49,2025-03-01 03:37:38,Pending
ORD_598,"(26.53179, 81.18323)","(26.6882, 81.01467)",3.01,2025-03-01 11:36:22,Pending
ORD_599,"(26.7867, 81.18163)","(27.01377, 80.98874)",2.02,2025-03-01 08:20:42,Pending
ORD_600,"(26.7263, 80.75626)","(27.15285, 81.0997)",6.98,2025-03-01 11:36:47,Pending
ORD_601,"(26.67489, 80.66261)","(26.92145, 81.18118)",1.85,2025-03-01 22:02:53,Pending
ORD_602,"(26.55889, 80.52693)","(26.97913, 81.20838)",6.91,2025-03-01 05:16:16,Pending
ORD_603,"(27.01575, 80.55944)","(26.65412, 80.84711)",7.86,2025-03-01 11:54:36,Pending
ORD_604,"(26.85447, 81.08591)","(27.08451, 81.07797)",5.52,2025-03-01 16:29:49,Pending
ORD_605,"(26.80373, 81.02376)","(26.85394, 81.01843)",4.69,2025-03-01 04:48:08,Pending
ORD_606,"(26.73928, 80.84007)","(26.78196, 80.87629)",8.35,2025-03-01 19:38:10,Pending
ORD_607,"(26.58815, 80.70965)","(26.53413, 81.08841)",7.99,2025-03-01 19:05:50,Pending
ORD_608,"(27.02587, 81.04059)","(26.51919, 80.56658)",5.15,2025-03-01 00:42:58,Pending
ORD_609,"(27.04756, 80.90787)","(26.61074, 80.71506)",3.34,2025-03-01 05:10:11,Pending
ORD_610,"(26.5507, 80.74323)","(26.73787, 81.04973)",1.27,2025-03-01 19:23:50,Pending
ORD_611,"(27.15877, 80.98495)","(26.54716, 80.65705)",2.67,2025-03-01 16:23:36,Pending
ORD_612,"(27.10005, 81.14987)","(26.74526, 81.13825)",5.89,2025-03-01 23:32:15,Pending
ORD_613,"(26.57552, 80.69862)","(26.99154, 80.81163)",1.22,2025-03-01 20:09:39,Pending
ORD_614,"(26.78807, 80.67533)","(26.91114, 80.68015)",9.02,2025-03-01 16:54:31,Pending
ORD_615,"(26.51522, 81.19684)","(26.76259, 81.06646)",4.34,2025-03-01 14:56:46,Pending
ORD_616,"(27.09007, 80.64073)","(26.62906, 80.77821)",4.34,2025-03-01 16:31:41,Pending
ORD_617,"(26.90413, 80.86842)","(27.1485, 80.71136)",3.04,2025-03-01 05:48:55,Pending
ORD_618,"(26.59121, 81.05823)","(27.01468, 80.77118)",7.8,2025-03-01 19:13:44,Pending
ORD_619,"(26.52082, 80.97462)","(26.91086, 80.74633)",2.95,2025-03-01 03:28:02,Pending
ORD_620,"(27.07307, 80.87308)","(26.72659, 80.85414)",7.62,2025-03-01 20:51:01,Pending
ORD_621,"(26.86799, 80.87484)","(26.8734, 80.507)",9.7,2025-03-01 12:26:34,Pending
ORD_622,"(26.95511, 80.9603)","(27.13339, 80.94688)",2.4,2025-03-01 01:22:29,Pending
ORD_623,"(27.15792, 80.70346)","(26.65412, 81.19544)",1.41,2025-03-01 18:01:43,Pending
ORD_624,"(27.09109, 81.01086)","(26.87086, 81.0449)",7.64,2025-03-01 03:00:07,Pending
ORD_625,"(26.96791, 80.8751)","(27.00106, 80.78993)",5.65,2025-03-01 11:09:32,Pending
ORD_626,"(27.09653, 81.12629)","(26.75124, 80.9707)",8.84,2025-03-01 11:06:53,Pending
ORD_627,"(26.68037, 80.76494)","(26.53258, 81.19778)",4.43,2025-03-01 17:09:04,Pending
ORD_628,"(26.69301, 81.00981)","(26.75894, 81.14181)",3.25,2025-03-01 01:06:33,Pending
ORD_629,"(27.06007, 81.12036)","(26.72696, 81.01838)",5.74,2025-03-01 18:27:43,Pending
ORD_630,"(26.54671, 80.70628)","(26.66335, 81.02756)",6.1,2025-03-01 23:01:37,Pending
ORD_631,"(27.01072, 80.93696)","(26.82202, 80.6254)",5.49,2025-03-01 07:44:52,Pending
ORD_632,"(26.85958, 80.728)","(27.0849, 80.9899)",1.08,2025-03-01 01:10:54,Pending
ORD_633,"(26.64324, 80.82989)","(26.70287, 80.70952)",3.18,2025-03-01 22:03:41,Pending
ORD_634,"(27.04107, 80.62607)","(27.05259, 80.61533)",3.19,2025-03-01 07:54:23,Pending
ORD_635,"(26.72321, 80.96382)","(26.6361, 81.01053)",9.9,2025-03-01 21:55:00,Pending
ORD_636,"(26.94456, 80.53551)","(27.14724, 81.1318)",1.56,2025-03-01 10:02:36,Pending
ORD_637,"(26.63033, 80.75578)","(26.61644, 81.19856)",6.67,2025-03-01 16:46:25,Pending
ORD_638,"(26.5474, 80.50484)","(27.00666, 80.69054)",1.2,2025-03-01 07:25:43,Pending
ORD_639,"(26.58706, 80.51402)","(26.69749, 80.61233)",1.83,2025-03-01 13:23:21,Pending
ORD_640,"(26.95579, 80.60192)","(26.64267, 80.65013)",4.86,2025-03-01 05:11:23,Pending
ORD_641,"(26.75295, 80.52609)","(26.56568, 81.05119)",6.05,2025-03-01 06:27:50,Pending
ORD_642,"(26.62546, 80.99141)","(26.96537, 81.11825)",8.27,2025-03-01 11:29:09,Pending
ORD_643,"(26.84853, 80.73649)","(26.62778, 80.74455)",6.3,2025-03-01 14:01:13,Pending
ORD_644,"(27.11028, 81.12752)","(26.84216, 80.6905)",5.29,2025-03-01 04:09:53,Pending
ORD_645,"(26.87099, 80.92899)","(26.61396, 81.17697)",8.21,2025-03-01 10:00:06,Pending
ORD_646,"(27.00333, 81.03017)","(26.8078, 81.00266)",2.84,2025-03-01 14:56:59,Pending
ORD_647,"(26.96839, 80.67843)","(26.79497, 80.66601)",9.59,2025-03-01 13:09:28,Pending
ORD_648,"(26.65129, 80.87645)","(26.70446, 81.1311)",9.41,2025-03-01 09:11:37,Pending
ORD_649,"(26.62737, 80.8957)","(26.61663, 80.96368)",6.9,2025-03-01 12:17:34,Pending
ORD_650,"(27.15601, 80.84123)","(27.00453, 81.20876)",6.27,2025-03-01 21:15:29,Pending
ORD_651,"(26.68138, 81.11127)","(26.57077, 80.80278)",2.16,2025-03-01 13:26:21,Pending
ORD_652,"(26.89093, 81.18281)","(26.50197, 80.71419)",3.71,2025-03-01 07:03:06,Pending
ORD_653,"(27.07567, 80.93658)","(26.9441, 80.96801)",3.72,2025-03-01 09:36:12,Pending
ORD_654,"(26.65392, 80.90694)","(26.8706, 81.04336)",2.9,2025-03-01 08:36:31,Pending
ORD_655,"(27.11662, 81.02157)","(27.04926, 80.50009)",9.24,2025-03-01 08:05:01,Pending
ORD_656,"(27.04399, 80.80006)","(27.01793, 81.11926)",4.26,2025-03-01 08:58:17,Pending
ORD_657,"(26.97496, 81.11041)","(27.03812, 80.53565)",6.02,2025-03-01 00:37:31,Pending
ORD_658,"(27.08109, 81.01762)","(27.00953, 81.17496)",8.77,2025-03-01 22:44:12,Pending
ORD_659,"(26.60003, 81.14917)","(26.70738, 80.61789)",4.63,2025-03-01 19:14:31,Pending
ORD_660,"(26.99793, 81.01295)","(26.87552, 80.88671)",5.72,2025-03-01 18:25:55,Pending
ORD_661,"(26.68508, 80.75366)","(26.6315, 81.02702)",4.88,2025-03-01 20:59:17,Pending
ORD_662,"(27.09203, 81.03482)","(27.08347, 80.84022)",9.98,2025-03-01 15:50:33,Pending
ORD_663,"(26.5414, 80.98417)","(26.61327, 81.11001)",5.13,2025-03-01 04:22:33,Pending
ORD_664,"(27.02636, 80.73987)","(27.05442, 80.85967)",5.89,2025-03-01 11:28:44,Pending
ORD_665,"(26.67758, 80.92416)","(27.03615, 80.92091)",5.55,2025-03-01 06:17:56,Pending
ORD_666,"(26.95649, 80.51195)","(27.01079, 80.721)",7.82,2025-03-01 14:51:49,Pending
ORD_667,"(26.54435, 80.56726)","(27.04478, 80.93107)",7.76,2025-03-01 16:52:18,Pending
ORD_668,"(27.1491, 80.80078)","(26.87332, 80.79595)",3.28,2025-03-01 21:46:32,Pending
ORD_669,"(26.68621, 81.18014)","(26.92114, 80.86907)",5.64,2025-03-01 23:27:42,Pending
ORD_670,"(26.79503, 80.92243)","(27.02734, 80.93258)",4.88,2025-03-01 19:54:33,Pending
ORD_671,"(27.13988, 81.20579)","(27.12513, 81.19938)",6.07,2025-03-01 22:43:38,Pending
ORD_672,"(26.75251, 80.65757)","(26.96732, 80.71779)",8.44,2025-03-01 21:24:32,Pending
ORD_673,"(26.60067, 80.88406)","(26.58116, 81.15842)",9.12,2025-03-01 01:44:58,Pending
ORD_674,"(26.83491, 80.92971)","(26.98545, 80.97112)",2.16,2025-03-01 03:56:01,Pending
ORD_675,"(27.0888, 81.10027)","(27.05085, 80.74734)",8.05,2025-03-01 20:45:14,Pending
ORD_676,"(26.84987, 80.63274)","(26.5976, 81.01108)",7.44,2025-03-01 12:03:24,Pending
ORD_677,"(26.5214, 80.55586)","(26.59121, 81.18683)",6.01,2025-03-01 23:52:32,Pending
ORD_678,"(26.87402, 81.19583)","(26.51973, 80.82628)",4.71,2025-03-01 06:17:39,Pending
ORD_679,"(26.91599, 80.6455)","(26.65367, 80.95143)",4.03,2025-03-01 07:39:03,Pending
ORD_680,"(27.0809, 80.90959)","(26.64937, 81.14145)",3.33,2025-03-01 09:18:35,Pending
ORD_681,"(26.60252, 80.54679)","(26.96492, 81.01059)",9.75,2025-03-01 14:20:17,Pending
ORD_682,"(27.09848, 80.64865)","(26.50733, 81.09673)",6.57,2025-03-01 14:29:47,Pending
ORD_683,"(27.02635, 80.78545)","(27.07883, 80.78457)",1.83,2025-03-01 09:58:05,Pending
ORD_684,"(26.52647, 80.63663)","(26.81503, 80.9909)",4.28,2025-03-01 18:51:23,Pending
ORD_685,"(26.93409, 80.72905)","(27.03371, 80.8767)",2.72,2025-03-01 17:48:55,Pending
ORD_686,"(26.89315, 80.70098)","(26.50793, 80.96683)",7.99,2025-03-01 01:29:05,Pending
ORD_687,"(27.12646, 80.57458)","(26.91905, 80.56902)",3.76,2025-03-01 12:04:57,Pending
ORD_688,"(26.60104, 80.99232)","(26.74936, 81.19637)",4.38,2025-03-01 13:43:13,Pending
ORD_689,"(27.0549, 80.89394)","(26.85246, 80.71125)",6.77,2025-03-01 17:04:32,Pending
ORD_690,"(26.66072, 80.89743)","(26.78642, 80.81569)",1.7,2025-03-01 01:14:52,Pending
ORD_691,"(26.97584, 81.01953)","(27.13419, 80.71836)",9.61,2025-03-01 09:11:17,Pending
ORD_692,"(26.52249, 81.14618)","(26.51029, 80.9678)",4.59,2025-03-01 02:31:59,Pending
ORD_693,"(26.83304, 80.86519)","(27.00875, 80.81143)",4.87,2025-03-01 02:41:55,Pending
ORD_694,"(26.72656, 80.8019)","(26.81171, 80.77318)",7.54,2025-03-01 19:28:07,Pending
ORD_695,"(26.53739, 80.74743)","(26.55456, 80.84069)",7.67,2025-03-01 16:41:49,Pending
ORD_696,"(27.06727, 81.17613)","(26.88223, 80.9218)",1.53,2025-03-01 12:18:41,Pending
ORD_697,"(26.82918, 81.0704)","(26.62137, 80.78882)",1.87,2025-03-01 12:05:32,Pending
ORD_698,"(26.99395, 80.82401)","(26.85747, 80.62377)",8.48,2025-03-01 20:32:44,Pending
ORD_699,"(26.56378, 80.67276)","(26.95605, 80.75897)",5.53,2025-03-01 23:18:11,Pending
ORD_700,"(26.74971, 80.97611)","(26.96501, 80.72745)",8.55,2025-03-01 06:29:06,Pending
ORD_701,"(26.55151, 80.90364)","(27.12188, 80.5404)",4.15,2025-03-01 22:35:26,Pending
ORD_702,"(27.13739, 80.55131)","(26.64098, 80.83003)",3.27,2025-03-01 06:54:31,Pending
ORD_703,"(26.9729, 80.71102)","(26.82407, 80.79321)",8.27,2025-03-01 22:13:03,Pending
ORD_704,"(26.59093, 80.73913)","(27.03122, 80.91354)",8.59,2025-03-01 22:36:12,Pending
ORD_705,"(27.0747, 81.01105)","(26.69274, 81.1701)",7.62,2025-03-01 11:57:10,Pending
ORD_706,"(27.05824, 80.6225)","(27.05175, 80.5996)",8.09,2025-03-01 07:29:42,Pending
ORD_707,"(27.01754, 81.09146)","(27.16064, 81.05188)",3.15,2025-03-01 02:08:42,Pending
ORD_708,"(26.89683, 80.64456)","(27.07915, 80.97705)",3.48,2025-03-01 15:58:56,Pending
ORD_709,"(26.90954, 80.92127)","(26.9163, 80.99794)",6.44,2025-03-01 06:15:49,Pending
ORD_710,"(26.53662, 80.86951)","(26.92838, 80.96543)",9.68,2025-03-01 16:20:43,Pending
ORD_711,"(26.92367, 81.10841)","(26.90809, 80.9478)",4.07,2025-03-01 09:55:35,Pending
ORD_712,"(26.72214, 80.67026)","(26.67662, 80.9217)",3.44,2025-03-01 20:34:45,Pending
ORD_713,"(26.92827, 80.53325)","(27.15051, 80.52672)",4.84,2025-03-01 14:25:57,Pending
ORD_714,"(27.14422, 80.65071)","(27.05861, 81.11218)",5.1,2025-03-01 17:43:54,Pending
ORD_715,"(26.78509, 81.05007)","(26.73553, 81.17316)",1.47,2025-03-01 15:27:07,Pending
ORD_716,"(26.86123, 80.50553)","(27.02314, 80.69146)",3.23,2025-03-01 20:21:06,Pending
ORD_717,"(26.56345, 80.92896)","(26.73948, 80.58923)",8.28,2025-03-01 15:41:09,Pending
ORD_718,"(26.96209, 81.17282)","(27.14328, 80.64102)",3.07,2025-03-01 20:04:12,Pending
ORD_719,"(27.11424, 80.61423)","(27.12501, 80.50861)",8.62,2025-03-01 21:53:34,Pending
ORD_720,"(26.91537, 80.54966)","(26.86666, 81.13954)",3.11,2025-03-01 19:35:57,Pending
ORD_721,"(27.0006, 80.9109)","(26.99944, 81.21538)",4.29,2025-03-02 00:15:10,Pending
ORD_722,"(26.99638, 80.53792)","(26.82355, 80.55542)",6.12,2025-03-01 09:19:34,Pending
ORD_723,"(26.76693, 81.21515)","(26.96855, 81.04591)",6.69,2025-03-01 03:49:02,Pending
ORD_724,"(26.64945, 80.5979)","(26.6124, 80.95554)",1.7,2025-03-01 05:08:29,Pending
ORD_725,"(27.14952, 80.94139)","(26.52025, 80.93507)",5.76,2025-03-01 01:37:16,Pending
ORD_726,"(27.16834, 81.10131)","(26.75629, 80.73637)",7.23,2025-03-01 02:09:26,Pending
ORD_727,"(27.05707, 80.6586)","(27.04378, 80.97357)",3.84,2025-03-01 22:59:52,Pending
ORD_728,"(26.54546, 80.6329)","(26.95797, 80.75708)",2.83,2025-03-01 17:38:36,Pending
ORD_729,"(26.62323, 81.18757)","(27.0803, 80.58647)",3.32,2025-03-01 18:08:21,Pending
ORD_730,"(26.92528, 81.17017)","(26.9634, 80.73231)",5.87,2025-03-01 01:41:25,Pending
ORD_731,"(26.74566, 81.20335)","(26.78278, 81.058)",3.26,2025-03-01 04:08:27,Pending
ORD_732,"(26.93637, 80.81223)","(27.01199, 80.50233)",4.03,2025-03-01 17:11:13,Pending
ORD_733,"(26.87407, 81.16684)","(26.79326, 80.72978)",5.85,2025-03-01 00:52:49,Pending
ORD_734,"(26.61221, 80.61686)","(26.74437, 80.80643)",6.13,2025-03-01 01:02:08,Pending
ORD_735,"(27.15355, 80.84328)","(26.5285, 80.69199)",4.42,2025-03-01 23:02:11,Pending
ORD_736,"(26.82757, 80.5167)","(27.10232, 81.06851)",7.72,2025-03-01 17:29:58,Pending
ORD_737,"(26.83442, 80.70708)","(26.9627, 80.92343)",5.58,2025-03-01 03:05:25,Pending
ORD_738,"(26.71701, 80.8751)","(26.59828, 80.60628)",4.47,2025-03-01 17:04:03,Pending
ORD_739,"(27.11012, 80.76111)","(26.59109, 80.86886)",5.05,2025-03-01 01:18:01,Pending
ORD_740,"(26.64898, 80.9839)","(26.96716, 80.72112)",8.37,2025-03-01 18:25:43,Pending
ORD_741,"(27.12209, 80.87314)","(26.87798, 80.8347)",5.02,2025-03-01 15:52:40,Pending
ORD_742,"(26.85315, 80.73564)","(26.58178, 81.05844)",7.44,2025-03-01 19:38:26,Pending
ORD_743,"(27.11113, 80.80127)","(27.14321, 81.1666)",8.81,2025-03-01 18:18:37,Pending
ORD_744,"(27.05639, 80.63072)","(26.54128, 80.82728)",6.02,2025-03-01 17:43:39,Pending
ORD_745,"(27.08226, 80.55264)","(26.52942, 80.82795)",4.03,2025-03-01 22:39:31,Pending
ORD_746,"(26.81, 80.89365)","(26.5776, 80.79086)",6.6,2025-03-01 11:29:12,Pending
ORD_747,"(26.72139, 80.79772)","(27.02579, 80.89642)",1.17,2025-03-01 03:59:25,Pending
ORD_748,"(26.76212, 80.63545)","(26.78462, 80.6726)",4.62,2025-03-01 14:45:32,Pending
ORD_749,"(26.64952, 81.12968)","(26.92501, 81.09191)",5.99,2025-03-01 01:07:02,Pending
ORD_750,"(27.0732, 80.70389)","(26.93021, 80.58948)",1.17,2025-03-01 21:01:02,Pending
ORD_751,"(26.99403, 81.15045)","(26.61351, 80.9322)",7.38,2025-03-01 02:51:21,Pending
ORD_752,"(26.59396, 80.69069)","(27.12081, 81.17495)",2.11,2025-03-02 00:01:05,Pending
ORD_753,"(26.54914, 80.73641)","(26.78994, 80.62745)",10.0,2025-03-01 00:51:33,Pending
ORD_754,"(27.09293, 80.93584)","(26.79114, 80.51161)",8.94,2025-03-01 14:35:33,Pending
ORD_755,"(27.15407, 81.20243)","(26.62135, 81.05973)",1.14,2025-03-01 01:44:33,Pending
ORD_756,"(26.91245, 80.99882)","(26.98812, 80.76848)",4.79,2025-03-01 03:48:30,Pending
ORD_757,"(26.63938, 80.93823)","(27.04366, 80.83949)",2.49,2025-03-01 23:41:25,Pending
ORD_758,"(26.74286, 80.94034)","(26.8847, 81.119)",1.49,2025-03-01 01:24:32,Pending
ORD_759,"(26.85419, 80.982)","(26.7616, 81.12797)",3.56,2025-03-01 13:05:41,Pending
ORD_760,"(26.99061, 81.17251)","(26.7015, 80.84579)",1.04,2025-03-01 03:28:17,Pending
ORD_761,"(26.65805, 80.88725)","(27.11411, 80.63621)",3.11,2025-03-01 23:21:55,Pending
ORD_762,"(26.89204, 80.8391)","(26.58719, 80.73965)",6.62,2025-03-01 17:13:27,Pending
ORD_763,"(26.61341, 80.70502)","(26.96067, 80.85033)",3.79,2025-03-01 19:09:26,Pending
ORD_764,"(26.69024, 81.01855)","(26.98409, 80.64718)",1.19,2025-03-01 02:23:10,Pending
ORD_765,"(26.8573, 80.66815)","(26.79931, 81.06994)",1.27,2025-03-01 14:11:56,Pending
ORD_766,"(26.88735, 80.66069)","(27.11089, 80.90644)",4.72,2025-03-01 09:37:23,Pending
ORD_767,"(26.94016, 80.97785)","(26.81035, 80.98297)",6.62,2025-03-01 19:01:12,Pending
ORD_768,"(26.66925, 80.81214)","(27.04952, 80.79867)",7.5,2025-03-01 21:03:27,Pending
ORD_769,"(26.56012, 81.09261)","(26.99571, 81.04815)",9.11,2025-03-01 00:39:40,Pending
ORD_770,"(26.83895, 80.54781)","(26.82561, 81.05484)",8.5,2025-03-01 23:41:09,Pending
ORD_771,"(26.93345, 80.68774)","(26.86951, 80.51332)",6.75,2025-03-01 05:08:11,Pending
ORD_772,"(26.5805, 80.5487)","(26.90717, 80.93618)",9.38,2025-03-01 11:47:20,Pending
ORD_773,"(27.03229, 81.18895)","(27.15625, 80.58919)",7.0,2025-03-01 20:47:23,Pending
